full_name,pos,stub,year,game_date,game_num,week_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,fumbles,fumbles_lost,fumbles_forced,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,top_n,reason,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td,pass_defended,offense,off_pct,defense,def_pct,special_teams,st_pct,punt,punt_yds,punt_yds_per_punt,punt_blocked,xpm,xpa,xp_perc,fgm,fga,fg_perc,safety_md,unique_id
Steve Smith,WR,/players/S/SmitSt02.htm,,64 Games,,,,,,,34-29-1,,,,,,373,245,2641,10.78,12,65.7%,7.08,,,,,,,,,,,,,,,,,12,72,2,0,0,0,0,0,False,,,,,,,,1,0,0.00,0,,,,,,,,,,,,,,,,,,,,,,"Steve Smith,,WR,"
Davone Bess,WR,/players/B/BessDa00.htm,,91 Games,,,,,,,40-51-0,,7,30,4.29,0,589,363,3809,10.49,14,61.6%,6.47,,,,,,,,,,,,15,311,20.73,0,1,14,86,17,9,0,6,0,0,False,,0.0,2,1,3,0,0,119,1215,10.21,0,,,,,,,,,,,,,,,,,,,,,,"Davone Bess,,WR,"
BenJarvus Green-Ellis,RB,/players/G/GreeBe00.htm,,84 Games,,,,,,,58-26-0,,1008,3914,3.88,42,78,52,418,8.04,0,66.7%,5.36,,,,,,,,,,,,1,0,0.00,0,,42,252,5,4,0,0,0,0,False,,0.0,2,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"BenJarvus Green-Ellis,,RB,"
Harry Douglas,WR,/players/D/DougHa00.htm,,118 Games,,,,,,,67-51-0,,18,65,3.61,1,516,310,3759,12.13,10,60.1%,7.28,,,,,,,,,,,,5,54,10.80,0,1,12,74,7,4,0,1,0,0,False,,,,,,,,45,398,8.84,1,,,,,,,,,,,,,,,,,,,,,,"Harry Douglas,,WR,"
Robert Meachem,WR,/players/M/MeacRo00.htm,,103 Games,,,,,,,66-37-0,,18,127,7.06,1,292,178,2914,16.37,27,61.0%,9.98,,,,,,,,,,,,7,157,22.43,0,,29,174,2,1,0,0,44,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robert Meachem,,WR,"
Patrick Cobbs,RB,/players/C/CobbPa00.htm,,54 Games,,,,,,,22-32-0,,37,171,4.62,2,55,32,409,12.78,4,58.2%,7.44,,,,,,,,,,,,51,1025,20.10,0,,6,36,1,0,0,0,0,0,False,,0.0,22,5,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Patrick Cobbs,,RB,"
Chansi Stuckey,WR,/players/S/StucCh20.htm,,55 Games,,,,,,,27-28-0,,6,16,2.67,1,182,106,1062,10.02,5,58.2%,5.84,,,,,,,,,,,,,,,,,6,36,4,3,0,0,0,0,False,,0.0,1,0,1,0,0,2,5,2.50,0,,,,,,,,,,,,,,,,,,,,,,"Chansi Stuckey,,WR,"
Martellus Bennett ,TE,/players/B/BennMa00.htm,,144 Games,,,,,,,79-65-0,,2,10,5.00,0,638,433,4573,10.56,30,67.9%,7.17,,,,,,,,,,,,1,13,13.00,0,2,30,184,4,1,0,0,5,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Martellus Bennett ,,TE,"
Ahmad Bradshaw,RB,/players/B/BradAh00.htm,,103 Games,,,,,,,63-40-0,,1083,4928,4.55,36,243,187,1493,7.98,12,77.0%,6.14,,,,,,,,,,,,77,1788,23.22,0,2,48,292,23,15,2,5,11,0,False,,0.0,18,0,18,0,0,8,62,7.75,0,,,,,,,,,,,,,,,,,,,,,,"Ahmad Bradshaw,,RB,"
Felix Jones,RB,/players/J/JoneFe00.htm,,80 Games,,,,,,,41-39-0,,617,2912,4.72,11,170,136,1125,8.27,3,80.0%,6.62,,,,,,,,,,,,87,2044,23.49,1,,15,90,14,8,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Felix Jones,,RB,"
Jason Avant,WR,/players/A/AvanJa00.htm,,148 Games,,,,,,,79-67-2,,2,2,1.00,0,559,346,4118,11.90,13,61.9%,7.37,,,,,,,,,,,,1,13,13.00,0,2,13,82,4,2,1,0,0,0,False,,0.0,22,5,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jason Avant,,WR,"
Josh Morgan,WR,/players/M/MorgJo00.htm,,93 Games,,,,,,,38-55-0,,14,146,10.43,0,349,209,2558,12.24,12,59.9%,7.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,27,625,23.15,0,,13,78,5,1,0,1,13,1,False,,0.0,6,0,6,0,0,8,59,7.38,0,,,,,,,,,,,,,,,,,,,,,,"Josh Morgan,,WR,"
Jordy Nelson,WR,/players/N/NelsJo00.htm,,151 Games,,,,,,,88-62-1,,1,-2,-2.00,0,924,613,8587,14.01,72,66.3%,9.29,,,,,,,,,,,,59,1339,22.69,0,2,72,436,8,5,0,2,3,0,False,,0.0,5,0,5,0,0,19,97,5.11,0,,,,,,,,,,,,,,,,,,,,,,"Jordy Nelson,,WR,"
Jerome Harrison,RB,/players/H/HarrJe00.htm,,63 Games,,,,,,,27-36-0,,356,1681,4.72,7,99,70,490,7.00,3,70.7%,4.95,,,,,,,,,,,,7,87,12.43,0,,10,60,5,3,0,0,0,0,False,,0.0,4,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome Harrison,,RB,"
Miles Austin,WR,/players/A/AustMi00.htm,,129 Games,,,,,,,72-57-0,,11,94,8.55,1,621,361,5273,14.61,37,58.1%,8.49,,,,,,,,,,,,89,2146,24.11,0,,38,228,9,3,0,1,0,0,False,,0.0,12,1,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Miles Austin,,WR,"
Brent Celek,TE,/players/C/CeleBr00.htm,,175 Games,,,,,,,97-77-1,,,,,,617,398,4998,12.56,31,64.5%,8.10,,,,,,,,,,,,3,30,10.00,0,,31,186,5,3,0,1,0,0,False,,0.0,7,1,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brent Celek,,TE,"
Rashard Mendenhall,RB,/players/M/MendRa00.htm,,72 Games,,,,,,,46-26-0,,1081,4236,3.92,37,128,95,795,8.37,2,74.2%,6.21,,,,,,,,,,,,7,123,17.57,0,1,39,236,13,10,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rashard Mendenhall,,RB,"
Percy Harvin,WR,/players/H/HarvPe00.htm,,75 Games,,,,,,,34-41-0,,146,927,6.35,5,519,353,4026,11.41,22,68.0%,7.76,,,,,,,,,,,,152,4127,27.15,5,1,32,194,10,5,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Percy Harvin,,WR,"
Mike Sims-Walker,WR,/players/W/WalkMi01.htm,,44 Games,,,,,,,17-27-0,,,,,,254,134,1798,13.42,14,52.8%,7.08,,,,,,,,,,,,,,,,,14,84,3,2,0,0,0,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mike Sims-Walker,,WR,"
Knowshon Moreno,RB,/players/M/MoreKn00.htm,,63 Games,,,,,,,35-28-0,,876,3616,4.13,27,205,158,1409,8.92,9,77.1%,6.87,,,,,,,,,,,,,,,,,36,216,10,8,0,0,5,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knowshon Moreno,,RB,"
Hakeem Nicks,WR,/players/N/NickHa01.htm,,92 Games,,,,,,,47-45-0,,2,8,4.00,0,618,356,5081,14.27,31,57.6%,8.22,,,,,,,,,,,,2,30,15.00,0,,31,186,3,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hakeem Nicks,,WR,"
Mike Wallace,WR,/players/W/WallMi00.htm,,144 Games,,,,,,,84-60-0,,34,241,7.09,0,942,538,8072,15.00,57,57.1%,8.57,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,26,26.00,0,1,57,344,8,4,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mike Wallace,,WR,"
Mario Manningham,WR,/players/M/MannMa01.htm,,67 Games,,,,,,,40-26-1,,5,54,10.80,0,355,211,2849,13.50,19,59.4%,8.03,,,,,,,,,,,,,,,,,19,114,4,3,0,0,0,0,False,,0.0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mario Manningham,,WR,"
Austin Collie,WR,/players/C/CollAu00.htm,,49 Games,,,,,,,26-23-0,,2,1,0.50,0,268,179,1908,10.66,16,66.8%,7.12,,,,,,,,,,,,1,8,8.00,0,,16,96,1,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin Collie,,WR,"
Chad Henne,QB,/players/H/HennCh01.htm,,71 Games,,,,,,,25-46-0,,130,356,2.74,4,1,1,-6,-6.00,0,100.0%,-6.00,1189,1997,59.54,13208,60,63,76.1,151,942,6.61,5.80,,,,,,4,24,18,3,0,4,-40,0,False,,0.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Chad Henne,,QB,"
Mark Sanchez,QB,/players/S/SancMa00.htm,,79 Games,,,,,,,39-40-0,,170,457,2.69,13,,,,,,,,1314,2320,56.64,15357,86,89,73.2,168,1090,6.62,5.63,,,,,,13,78,48,21,0,5,-77,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mark Sanchez,,QB,"
Beanie Wells ,RB,/players/W/WellCh00.htm,,51 Games,,,,,,,25-26-0,,625,2471,3.95,24,41,28,293,10.46,0,68.3%,7.15,,,,,,,,,,,,,,,,,24,144,10,5,0,3,-4,0,False,,0.0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beanie Wells ,,RB,"
Justin Forsett,RB,/players/F/ForsJu00.htm,,122 Games,,,,,,,56-66-0,,820,3890,4.74,19,290,210,1351,6.43,1,72.4%,4.66,,,,,,,,,,,,39,894,22.92,0,1,20,122,8,2,0,1,0,0,False,,0.0,8,0,8,0,0,46,372,8.09,0,,,,,,,,,,,,,,,,,,,,,,"Justin Forsett,,RB,"
Matthew Stafford,QB,/players/S/StafMa00.htm,,165 Games,,,,,,,74-90-1,,345,1198,3.47,14,4,2,-3,-1.50,0,50.0%,-0.75,3898,6224,62.63,45109,282,144,89.9,385,2496,7.25,7.11,,,,,1,14,86,68,33,0,3,-82,0,False,,0.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Matthew Stafford,,QB,"
LeSean McCoy,RB,/players/M/McCoLe01.htm,,170 Games,,,,,,,94-76-0,,2457,11102,4.52,73,666,518,3898,7.53,16,77.8%,5.85,,,,,,,,,,,,,,,,3,89,540,25,15,0,1,1,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LeSean McCoy,,RB,"
Jason Snelling ,RB,/players/S/SnelJa00.htm,,96 Games,,,,,,,57-39-0,,363,1420,3.91,8,202,168,1249,7.43,9,83.2%,6.18,,,,,,,,,,,,3,39,13.00,0,,17,102,5,2,0,2,0,0,False,,0.0,33,8,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jason Snelling ,,RB,"
Pierre Garcon,WR,/players/G/GarcPi00.htm,,148 Games,,,,,,,71-76-1,,12,72,6.00,0,1041,628,7854,12.51,38,60.3%,7.54,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,22,475,21.59,0,,39,234,4,3,0,0,7,1,False,,0.0,7,2,9,0,0,17,49,2.88,0,,,,,,,,,,,,,,,,,,,,,,"Pierre Garcon,,WR,"
Jeremy Maclin,WR,/players/M/MaclJe00.htm,,114 Games,,,,,,,68-46-0,,10,43,4.30,0,839,514,6835,13.30,49,61.3%,8.15,0,1,0.00,0,0,0,39.6,1,3,0.00,0.00,8,146,18.25,0,,49,294,5,4,0,0,0,0,False,,,,,,,,17,114,6.71,0,,,,,,,,,,,,,,,,,,,,,,"Jeremy Maclin,,WR,"
Jermichael Finley,TE,/players/F/FinlJe00.htm,,70 Games,,,,,,,47-23-0,,,,,,323,223,2785,12.49,20,69.0%,8.62,,,,,,,,,,,,,,,,,20,120,2,2,0,0,2,0,False,,0.0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jermichael Finley,,TE,"
Josh Freeman ,QB,/players/F/FreeJo00.htm,,62 Games,,,,,,,25-37-0,,205,946,4.61,4,2,0,-3,,0,0.0%,-1.50,1179,2048,57.57,13873,81,68,77.6,112,690,6.77,6.07,,,,,2,4,28,35,13,0,1,-47,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Josh Freeman ,,QB,"
Earl Bennett,WR,/players/B/BennEa00.htm,,78 Games,,,,,,,44-34-0,,2,9,4.50,0,295,185,2277,12.31,12,62.7%,7.72,,,,,,,,,,,,5,73,14.60,0,2,13,82,4,1,0,2,0,0,False,,0.0,2,0,2,0,0,17,169,9.94,1,,,,,,,,,,,,,,,,,,,,,,"Earl Bennett,,WR,"
Jacoby Jones,WR,/players/J/JoneJa03.htm,,128 Games,,,,,,,69-59-0,,19,62,3.26,0,353,203,2733,13.46,14,57.5%,7.74,,,,,,,,,,,,183,4940,26.99,5,1,23,140,18,6,0,7,0,0,False,,0.0,1,0,1,0,0,276,2688,9.74,4,,,,,,,,,,,,,,,,,,,,,,"Jacoby Jones,,WR,"
Fred Davis,TE,/players/D/DaviFr01.htm,,72 Games,,,,,,,25-47-0,,2,-2,-1.00,0,253,162,2043,12.61,13,64.0%,8.08,,,,,,,,,,,,,,,,,13,78,1,1,0,0,0,0,False,,0.0,1,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Fred Davis,,TE,"
Kenny Britt,WR,/players/B/BritKe00.htm,,116 Games,,,,,,,46-70-0,,2,14,7.00,0,609,329,5137,15.61,32,54.0%,8.44,,,,,,,,,,,,24,523,21.79,0,2,32,196,8,5,0,0,-2,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenny Britt,,WR,"
Johnny Knox,WR,/players/K/KnoxJo00.htm,,45 Games,,,,,,,24-21-0,,1,2,2.00,0,249,133,2214,16.65,12,53.4%,8.89,,,,,,,,,,,,55,1506,27.38,1,,13,78,6,4,0,1,0,0,False,,0.0,1,0,1,0,0,2,9,4.50,0,,,,,,,,,,,,,,,,,,,,,,"Johnny Knox,,WR,"
Brady Quinn,QB,/players/Q/QuinBr00.htm,,24 Games,,,,,,,5-19-0,,44,185,4.20,1,2,1,18,18.00,0,50.0%,9.00,296,550,53.82,3043,12,17,64.4,41,236,5.53,4.58,,,,,,1,6,5,3,0,1,-3,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brady Quinn,,QB,"
Josh Cribbs,WR,/players/C/CribJo01.htm,,136 Games,,,,,,,49-87-0,,141,808,5.73,2,185,110,1175,10.68,7,59.5%,6.35,6,15,40.00,83,0,1,30.7,2,7,5.53,2.53,426,11113,26.09,8,,20,120,36,9,0,11,-18,0,False,,0.0,90,21,111,0,0,222,2375,10.70,3,,,,,,,,,,,,,,,,,,,,,,"Josh Cribbs,,WR,"
Louis Murphy,WR,/players/M/MurpLo00.htm,,95 Games,,,,,,,40-55-0,,14,146,10.43,1,372,170,2443,14.37,11,45.7%,6.57,,,,,,,,,,,,,,,,,13,78,5,2,0,1,0,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louis Murphy,,WR,"
Brian Hartline ,WR,/players/H/HartBr00.htm,,104 Games,,,,,,,45-59-0,,7,65,9.29,1,599,344,4766,13.85,14,57.4%,7.96,,,,,,,,,,,,3,36,12.00,0,,15,90,3,2,0,0,0,0,False,,0.0,8,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brian Hartline ,,WR,"
Mohamed Massaquoi,WR,/players/M/MassMo00.htm,,54 Games,,,,,,,16-38-0,,2,-6,-3.00,0,275,118,1745,14.79,7,42.9%,6.35,1,1,100.00,29,1,0,158.3,0,0,29.00,49.00,,,,,,7,42,2,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohamed Massaquoi,,WR,"
Michael Crabtree,WR,/players/C/CrabMi00.htm,,143 Games,,,,,,,82-60-1,,3,18,6.00,0,1067,637,7499,11.77,54,59.7%,7.03,,,,,,,,,,,,1,0,0.00,0,4,54,332,5,1,0,1,11,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Crabtree,,WR,"
Matt Moore,QB,/players/M/MoorMa01.htm,,57 Games,,,,,,,29-28-0,,71,92,1.30,2,,,,,,,,645,1074,60.06,7597,49,36,82.8,87,606,7.07,6.48,,,,,,2,12,24,8,0,3,-33,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Moore,,QB,"
Donald Brown,RB,/players/B/BrowDo00.htm,,88 Games,,,,,,,47-41-0,,695,2829,4.07,18,163,120,1066,8.88,2,73.6%,6.54,,,,,,,,,,,,2,29,14.50,0,1,20,122,3,0,0,0,0,0,False,,0.0,9,2,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Brown,,RB,"
Shonn Greene,RB,/players/G/GreeSh00.htm,,85 Games,,,,,,,37-48-0,,993,4110,4.14,24,111,72,534,7.42,0,64.9%,4.81,,,,,,,,,,,,,,,,,24,144,12,7,0,3,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shonn Greene,,RB,"
Andre Caldwell,WR,/players/C/CaldAn00.htm,,105 Games,,,,,,,67-38-0,,12,97,8.08,0,274,156,1509,9.67,11,56.9%,5.51,,,,,,,,,,,,70,1537,21.96,0,,11,66,6,3,0,0,0,0,False,,0.0,12,3,15,0,0,1,0,0.00,0,,,,,,,,,,,,,,,,,,,,,,"Andre Caldwell,,WR,"
Mike Thomas,WR,/players/T/ThomMi01.htm,,61 Games,,,,,,,22-39-0,,34,268,7.88,0,295,176,1796,10.20,7,59.7%,6.09,,,,,,,,,,,,29,690,23.79,0,,8,48,4,1,0,0,0,0,False,,,,,,,,76,620,8.16,1,,,,,,,,,,,,,,,,,,,,,,"Mike Thomas,,WR,"
Mike Tolbert,RB,/players/T/TolbMi00.htm,,143 Games,,,,,,,88-55-0,,696,2649,3.81,34,289,217,1861,8.58,12,75.1%,6.44,,,,,,,,,,,,3,36,12.00,0,1,46,278,10,5,1,1,0,0,False,,0.0,37,12,49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mike Tolbert,,RB,"
Devin Aromashodu,WR,/players/A/AromDe00.htm,,61 Games,,,,,,,31-30-0,,,,,,190,78,1193,15.29,5,41.1%,6.28,,,,,,,,,,,,1,18,18.00,0,,5,30,1,0,0,0,5,0,False,,0.0,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Devin Aromashodu,,WR,"
Arian Foster ,RB,/players/F/FostAr00.htm,,80 Games,,,,,,,44-36-0,,1476,6527,4.42,54,355,255,2346,9.20,14,71.8%,6.61,1,1,100.00,5,1,0,127.1,0,0,5.00,25.00,,,,,1,68,410,17,11,0,0,1,0,False,,0.0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Arian Foster ,,RB,"
Devin Thomas,WR,/players/T/ThomDe02.htm,,55 Games,,,,,,,26-29-0,,6,51,8.50,1,78,43,482,11.21,3,55.1%,6.18,,,,,,,,,,,,60,1445,24.08,0,,4,24,0,0,3,0,0,0,False,,0.0,14,4,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Devin Thomas,,WR,"
Chaz Schilens,WR,/players/S/SchiCh00.htm,,59 Games,,,,,,,25-34-0,,1,-2,-2.00,0,168,100,1191,11.91,9,59.5%,7.09,,,,,,,,,,,,,,,,,9,54,1,1,0,0,0,0,False,,0.0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaz Schilens,,WR,"
Quinton Ganther,RB,/players/G/GantQu00.htm,,36 Games,,,,,,,20-16-0,,80,280,3.50,3,20,17,151,8.88,0,85.0%,7.55,,,,,,,,,,,,1,25,25.00,0,,3,18,,,,,,,False,,0.0,5,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Quinton Ganther,,RB,"
Will Heller,TE,/players/H/HellWi00.htm,,134 Games,,,,,,,56-78-0,,,,,,149,92,782,8.50,12,61.7%,5.25,,,,,,,,,,,,2,12,6.00,0,,12,72,2,1,0,0,0,0,False,,0.0,8,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Will Heller,,TE,"
Brandon Pettigrew,TE,/players/P/PettBr00.htm,,93 Games,,,,,,,42-51-0,,,,,,486,301,2965,9.85,17,61.9%,6.10,,,,,,,,,,,,,,,,,17,102,6,3,0,0,0,0,False,,0.0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brandon Pettigrew,,TE,"
Sam Aiken,WR,/players/A/AikeSa00.htm,,95 Games,,,,,,,43-52-0,,,,,,94,48,684,14.25,2,51.1%,7.28,,,,,,,,,,,,,,,,,2,12,0,,2,2,0,0,False,,0.0,38,13,51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Sam Aiken,,WR,"
Sammie Stroughter,WR,/players/S/StroSa00.htm,,34 Games,,,,,,,10-24-0,,1,2,2.00,0,107,60,639,10.65,1,56.1%,5.97,,,,,,,,,,,,34,943,27.74,1,,2,12,2,2,0,0,0,0,False,,0.0,3,3,6,0,0,16,135,8.44,0,,,,,,,,,,,,,,,,,,,,,,"Sammie Stroughter,,WR,"
Steve Johnson,WR,/players/J/JohnSt00.htm,,99 Games,,,,,,,35-64-0,,2,16,8.00,0,656,381,4764,12.50,34,58.1%,7.26,,,,,,,,,,,,1,0,0.00,0,1,34,206,4,3,0,0,0,0,False,,0.0,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Steve Johnson,,WR,"
Mike Williams,WR,/players/W/WillMi04.htm,,63 Games,,,,,,,27-36-0,,1,3,3.00,0,438,223,3089,13.85,26,50.9%,7.05,1,1,100.00,28,0,0,118.7,0,0,28.00,28.00,,,,,,26,156,5,4,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mike Williams,,WR,"
Rob Gronkowski ,TE,/players/G/GronRo00.htm,,131 Games,,,,,,,102-29-0,,1,2,2.00,1,871,566,8484,14.99,86,65.0%,9.74,,,,,,,,,,,,3,16,5.33,0,1,87,524,5,3,0,0,0,0,False,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,"Rob Gronkowski ,,TE,"
Danny Woodhead,WR,/players/W/WoodDa02.htm,,101 Games,,,,,,,65-36-0,,517,2238,4.33,15,391,300,2698,8.99,17,76.7%,6.90,,,,,,,,,,,,35,758,21.66,0,2,32,196,4,3,0,0,0,0,False,,0.0,16,2,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Danny Woodhead,,WR,"
Jahvid Best,RB,/players/B/BestJa00.htm,,22 Games,,,,,,,11-11-0,,255,945,3.71,6,120,85,774,9.11,3,70.8%,6.45,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,9,54,1,1,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jahvid Best,,RB,"
Aaron Hernandez,TE,/players/H/HernAa00.htm,,38 Games,,,,,,,31-7-0,,9,97,10.78,0,260,175,1956,11.18,18,67.3%,7.52,,,,,,,,,,,,,,,,,18,108,1,1,0,0,0,0,False,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,"Aaron Hernandez,,TE,"
Marquis Johnson,,/players/J/JohnMa99.htm,,5 Games,,,,,,,3-2-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.0,5,2,7,0,0,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,"Marquis Johnson,,,"
Sam Bradford ,QB,/players/B/BradSa00.htm,,83 Games,,,,,,,34-48-1,,146,340,2.33,2,1,1,5,5.00,0,100.0%,5.00,1855,2967,62.52,19449,103,61,84.5,196,1371,6.56,6.32,,,,,1,2,14,48,19,0,2,-57,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sam Bradford ,,QB,"
LeGarrette Blount,RB,/players/B/BlouLe00.htm,,132 Games,,,,,,,81-51-0,,1495,6306,4.22,56,89,64,454,7.09,2,71.9%,5.10,,,,,,,,,,,,22,597,27.14,0,1,58,350,19,12,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LeGarrette Blount,,RB,"
Ryan Torain,RB,/players/T/ToraRy00.htm,,22 Games,,,,,,,6-16-0,,238,1011,4.25,6,36,24,148,6.17,2,66.7%,4.11,,,,,,,,,,,,,,,,,8,48,3,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan Torain,,RB,"
Ryan Mathews,RB,/players/M/MathRy00.htm,,86 Games,,,,,,,42-44-0,,1184,5261,4.44,37,226,179,1371,7.66,3,79.2%,6.07,,,,,,,,,,,,,,,,2,40,244,21,13,0,1,-3,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan Mathews,,RB,"
Anthony Armstrong ,WR,/players/A/ArmsAn00.htm,,35 Games,,,,,,,13-22-0,,2,19,9.50,0,122,54,986,18.26,5,44.3%,8.08,,,,,,,,,,,,1,28,28.00,0,,5,30,1,1,0,0,0,0,False,,0.0,7,3,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Anthony Armstrong ,,WR,"
Dez Bryant,WR,/players/B/BryaDe01.htm,,119 Games,,,,,,,65-54-0,,6,-3,-0.50,0,920,537,7506,13.98,75,58.4%,8.16,1,1,100.00,10,1,0,147.9,0,0,10.00,30.00,15,348,23.20,0,1,77,464,15,7,0,3,0,0,False,,,,,,,,42,384,9.14,2,0,0,0,1,,,,,,,,,,,,,,,,,,"Dez Bryant,,WR,"
Jacoby Ford,WR,/players/F/FordJa01.htm,,38 Games,,,,,,,16-22-0,,19,201,10.58,2,111,57,848,14.88,3,51.4%,7.64,,,,,,,,,,,,75,1874,24.99,4,,9,54,10,3,0,1,0,0,False,,0.0,1,0,1,0,0,9,77,8.56,0,,,,,,,,,,,,,,,,,,,,,,"Jacoby Ford,,WR,"
Chris Ivory,RB,/players/I/IvorCh00.htm,,108 Games,,,,,,,55-53-0,,1227,5237,4.27,29,153,107,948,8.86,3,69.9%,6.20,,,,,,,,,,,,,,,,,32,192,20,10,0,2,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Ivory,,RB,"
Tim Tebow,QB,/players/T/TeboTi00.htm,,35 Games,,,,,,,14-21-0,,197,989,5.02,12,,,,,,,,173,361,47.92,2422,17,9,75.3,41,258,6.71,6.53,,,,,2,12,76,13,6,0,4,-5,0,False,,0.0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Tim Tebow,,QB,"
