full_name,pos,stub,year,game_date,game_num,week_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,fumbles,fumbles_lost,fumbles_forced,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,top_n,reason,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td,pass_defended,offense,off_pct,defense,def_pct,special_teams,st_pct,punt,punt_yds,punt_yds_per_punt,punt_blocked,xpm,xpa,xp_perc,fgm,fga,fg_perc,safety_md,unique_id
Danny Amendola,WR,/players/A/AmenDa00.htm,,155 Games,,,,,,,82-71-2,,17,99,5.82,0,865,593,5964,10.06,21,68.6%,6.89,3,3,100.00,83,2,0,158.3,0,0,27.67,41.00,152,3575,23.52,0,1,21,128,18,6,0,4,0,0,False,,,,,,,,198,1860,9.39,0,,,,,,,,,,,,,,,,,,,,,,"Danny Amendola,,WR,"
Rashad Jennings,RB,/players/J/JennRa00.htm,,93 Games,,,,,,,40-53-0,,930,3772,4.06,23,250,191,1469,7.69,2,76.4%,5.88,,,,,,,,,,,,13,297,22.85,0,1,25,154,7,4,0,0,4,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Rashad Jennings,,RB,"
Colt McCoy,QB,/players/M/McCoCo00.htm,,43 Games,,,,,,,17-26-0,,139,509,3.66,2,2,2,8,4.00,0,100.0%,4.00,600,989,60.67,6455,30,28,78.1,94,564,6.53,5.86,,,,,,2,12,21,4,0,1,-10,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colt McCoy,,QB,"
Jacob Tamme,TE,/players/T/TammJa00.htm,,130 Games,,,,,,,85-45-0,,,,,,389,259,2570,9.92,14,66.6%,6.61,,,,,,,,,,,,2,11,5.50,0,,14,84,1,1,0,0,0,0,False,,0.0,32,6,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacob Tamme,,TE,"
Mike Williams,WR,/players/W/WillMi03.htm,,56 Games,,,,,,,21-35-0,,1,0,0.00,0,246,127,1526,12.02,5,51.6%,6.20,,,,,,,,,,,,,,,,,5,30,3,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mike Williams,,WR,"
Keiland Williams,RB,/players/W/WillKe03.htm,,44 Games,,,,,,,23-21-0,,125,459,3.67,5,68,49,380,7.76,2,72.1%,5.59,,,,,,,,,,,,,,,,,7,42,3,2,0,0,0,0,False,,0.0,5,2,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Keiland Williams,,RB,"
Ben Obomanu,WR,/players/O/ObomBe00.htm,,69 Games,,,,,,,31-38-0,,4,41,10.25,0,154,88,1217,13.83,7,57.1%,7.90,,,,,,,,,,,,16,381,23.81,0,2,7,46,1,1,0,1,0,0,False,,0.0,23,3,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ben Obomanu,,WR,"
Jordan Shipley,WR,/players/S/ShipJo00.htm,,24 Games,,,,,,,6-18-0,,,,,,118,79,858,10.86,4,66.9%,7.27,,,,,,,,,,,,6,117,19.50,0,,4,24,2,1,0,0,0,0,False,,,,,,,,13,85,6.54,0,,,,,,,,,,,,,,,,,,,,,,"Jordan Shipley,,WR,"
Brandon Gibson ,WR,/players/G/GibsBr00.htm,,76 Games,,,,,,,28-47-1,,5,44,8.80,0,407,233,2711,11.64,13,57.2%,6.66,,,,,,,,,,,,,,,,,13,78,4,1,0,0,0,0,False,,0.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brandon Gibson ,,WR,"
Troy Smith,QB,/players/S/SmitTr02.htm,,20 Games,,,,,,,14-6-0,,52,230,4.42,3,2,1,36,36.00,0,50.0%,18.00,121,234,51.71,1734,8,5,78.5,23,142,7.41,7.13,,,,,,3,18,7,0,0,0,-6,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troy Smith,,QB,"
Brandon Tate,WR,/players/T/TateBr00.htm,,127 Games,,,,,,,84-42-1,,13,142,10.92,0,130,71,1099,15.48,7,54.6%,8.45,,,,,,,,,,,,247,5890,23.85,2,,10,60,15,4,0,8,0,0,False,,0.0,3,1,4,0,0,203,1924,9.48,1,,,,,,,,,,,,,,,,,,,,,,"Brandon Tate,,WR,"
Joel Dreessen,TE,/players/D/DreeJo00.htm,,120 Games,,,,,,,65-55-0,,,,,,233,158,1767,11.18,19,67.8%,7.58,,,,,,,,,,,,,,,,,19,114,2,1,0,0,0,0,False,,0.0,31,9,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Joel Dreessen,,TE,"
John Kuhn,RB,/players/K/KuhnJo00.htm,,166 Games,,,,,,,106-59-1,,217,658,3.03,19,125,98,642,6.55,9,78.4%,5.14,,,,,,,,,,,,6,66,11.00,0,,28,168,2,1,0,1,0,0,False,,0.0,29,8,37,0,1,1,0,0.00,0,,,,,,,,,,,,,,,,,,,,,,"John Kuhn,,RB,"
Tony Moeaki,TE,/players/M/MoeaTo00.htm,,48 Games,,,,,,,21-27-0,,,,,,147,91,1201,13.20,6,61.9%,8.17,,,,,,,,,,,,,,,,,6,36,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tony Moeaki,,TE,"
Jermaine Gresham,TE,/players/G/GresJe00.htm,,132 Games,,,,,,,69-61-2,,,,,,567,377,3752,9.95,29,66.5%,6.62,,,,,,,,,,,,,,,,1,29,176,13,7,0,2,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jermaine Gresham,,TE,"
David Gettis,WR,/players/G/GettDa00.htm,,17 Games,,,,,,,3-14-0,,3,2,0.67,0,67,37,508,13.73,3,55.2%,7.58,,,,,,,,,,,,9,159,17.67,0,,3,18,1,,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"David Gettis,,WR,"
Marcel Reece ,RB,/players/R/ReecMa00.htm,,96 Games,,,,,,,34-62-0,,185,844,4.56,3,311,210,2088,9.94,12,67.5%,6.71,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,7,133,19.00,0,1,15,92,5,3,0,0,-23,0,False,,0.0,6,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcel Reece ,,RB,"
Jimmy Graham,TE,/players/G/GrahJi00.htm,,169 Games,,,,,,,99-68-2,,2,3,1.50,0,1085,699,8339,11.93,82,64.4%,7.69,,,,,,,,,,,,,,,,1,82,494,9,5,0,3,18,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jimmy Graham,,TE,"
Deon Butler,WR,/players/B/ButlDe00.htm,,35 Games,,,,,,,15-20-0,,2,6,3.00,0,119,57,611,10.72,4,47.9%,5.13,,,,,,,,,,,,1,16,16.00,0,,4,24,,,,,,,False,,0.0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Deon Butler,,WR,"
Kevin Kolb,QB,/players/K/KolbKe00.htm,,34 Games,,,,,,,20-14-0,,69,229,3.32,2,,,,,,,,449,755,59.47,5206,28,25,78.9,77,517,6.90,6.15,,,,,,2,12,16,10,0,0,-8,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kevin Kolb,,QB,"
Brandon LaFell,WR,/players/L/LaFeBr00.htm,,125 Games,,,,,,,58-66-1,,11,130,11.82,0,699,406,5398,13.30,31,58.1%,7.72,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0,,31,186,4,1,0,0,0,0,False,,0.0,2,0,2,0,0,1,0,0.00,0,,,,,,,,,,,,,,,,,,,,,,"Brandon LaFell,,WR,"
Jimmy Clausen,QB,/players/C/ClauJi00.htm,,21 Games,,,,,,,1-20-0,,37,102,2.76,0,,,,,,,,255,472,54.03,2520,7,14,61.9,43,281,5.34,4.30,,,,,,,,8,2,0,0,-28,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jimmy Clausen,,QB,"
Drew Stanton,QB,/players/S/StanDr00.htm,,38 Games,,,,,,,22-16-0,,80,220,2.75,2,,,,,,,,345,659,52.35,4059,20,24,66.3,38,226,6.16,5.13,,,,,,2,12,8,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew Stanton,,QB,"
Arrelious Benn,WR,/players/B/BennAr00.htm,,61 Games,,,,,,,25-36-0,,15,44,2.93,0,107,65,990,15.23,6,60.7%,9.25,,,,,,,,,,,,15,322,21.47,0,,6,36,2,0,0,0,0,0,False,,0.0,24,1,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Arrelious Benn,,WR,"
Roscoe Parrish,WR,/players/P/ParrRo00.htm,,90 Games,,,,,,,34-56-0,,14,71,5.07,1,231,134,1502,11.21,7,58.0%,6.50,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,33,771,23.36,0,,11,66,14,6,0,6,0,0,False,,0.0,1,0,1,0,0,165,1920,11.64,3,,,,,,,,,,,,,,,,,,,,,,"Roscoe Parrish,,WR,"
David Nelson,TE,/players/N/NelsDa01.htm,,50 Games,,,,,,,17-33-0,,,,,,225,138,1530,11.09,10,61.3%,6.80,,,,,,,,,,,,,,,,,10,60,2,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"David Nelson,,TE,"
Javarris James,RB,/players/J/JameJa00.htm,,10 Games,,,,,,,6-4-0,,46,112,2.43,6,11,9,63,7.00,0,81.8%,5.73,,,,,,,,,,,,3,16,5.33,0,,6,36,2,1,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Javarris James,,RB,"
Daniel Fells,TE,/players/F/FellDa00.htm,,89 Games,,,,,,,35-54-0,,,,,,179,114,1334,11.70,12,63.7%,7.45,,,,,,,,,,,,1,20,20.00,0,,12,72,4,3,0,0,0,0,False,,0.0,6,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Fells,,TE,"
C.J. Spiller,RB,/players/S/SpilC.00.htm,,90 Games,,,,,,,33-57-0,,712,3451,4.85,12,263,198,1484,7.49,9,75.3%,5.64,,,,,,,,,,,,74,1754,23.70,2,,24,144,20,8,1,3,0,1,False,,0.0,2,0,2,0,0,27,302,11.19,0,,,,,,,,,,,,,,,,,,,,,,"C.J. Spiller,,RB,"
Toby Gerhart ,RB,/players/G/GerhTo00.htm,,82 Games,,,,,,,26-55-1,,397,1675,4.22,7,132,100,809,8.09,3,75.8%,6.13,,,,,,,,,,,,7,106,15.14,0,,10,60,8,7,0,1,1,0,False,,0.0,7,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Toby Gerhart ,,RB,"
Brian Robiskie,WR,/players/R/RobiBr00.htm,,38 Games,,,,,,,13-25-0,,,,,,85,43,485,11.28,4,50.6%,5.71,,,,,,,,,,,,,,,,,4,24,,,,,,,False,,0.0,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brian Robiskie,,WR,"
Emmanuel Sanders ,WR,/players/S/SandEm00.htm,,158 Games,,,,,,,97-61-0,,19,171,9.00,1,1064,662,8619,13.02,47,62.2%,8.10,3,3,100.00,78,2,0,158.3,1,7,26.00,39.33,45,1083,24.07,0,3,48,294,12,5,1,1,0,0,False,,0.0,7,5,12,0,0,36,287,7.97,0,,,,,,,,,,,,,,,,,,,,,,"Emmanuel Sanders ,,WR,"
Cam Newton,QB,/players/N/NewtCa00.htm,,140 Games,,,,,,,75-64-1,,1071,5398,5.04,70,4,3,68,22.67,1,75.0%,17.00,2613,4348,60.10,31698,190,118,85.8,322,2394,7.29,6.94,,,,,2,71,430,58,21,0,4,-86,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cam Newton,,QB,"
Victor Cruz,WR,/players/C/CruzVi00.htm,,70 Games,,,,,,,37-33-0,,1,3,3.00,0,509,303,4549,15.01,25,59.5%,8.94,,,,,,,,,,,,,,,,,25,150,3,3,0,0,0,0,False,,0.0,1,0,1,0,0,3,12,4.00,0,,,,,,,,,,,,,,,,,,,,,,"Victor Cruz,,WR,"
Darren Sproles ,RB,/players/S/SproDa00.htm,,183 Games,,,,,,,110-73-0,,732,3552,4.85,23,747,553,4840,8.75,32,74.0%,6.48,,,,,,,,,,,,332,8352,25.16,2,3,64,390,21,9,0,7,-9,0,False,,0.0,2,0,2,0,0,311,2961,9.52,7,,,,,,,,,,,,,,,,,,,,,,"Darren Sproles ,,RB,"
A.J. Green,WR,/players/G/GreeA.00.htm,,127 Games,,,,,,,70-55-2,,11,93,8.45,0,1130,649,9430,14.53,65,57.4%,8.35,,,,,,,,,,,,,,,,,65,390,12,7,0,0,0,0,False,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,"A.J. Green,,WR,"
Julio Jones ,WR,/players/J/JoneJu02.htm,,135 Games,,,,,,,71-64-0,,19,118,6.21,0,1320,848,12896,15.21,60,64.2%,9.77,,,,,,,,,,,,,,,,,61,366,11,6,0,3,18,1,False,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,"Julio Jones ,,WR,"
Antonio Brown ,WR,/players/B/BrowAn04.htm,,139 Games,,,,,,,90-48-1,,34,122,3.59,0,1345,886,11746,13.26,79,65.9%,8.73,3,6,50.00,35,1,1,68.1,2,15,5.83,1.67,47,1173,24.96,1,4,85,518,15,6,0,4,0,1,False,,0.0,6,0,6,0,0,187,1761,9.42,4,,,,,,,,,,,,,,,,,,,,,,"Antonio Brown ,,WR,"
Torrey Smith,WR,/players/S/SmitTo02.htm,,119 Games,,,,,,,64-55-0,,8,45,5.63,0,643,319,5141,16.12,41,49.6%,8.00,,,,,,,,,,,,2,37,18.50,0,3,41,252,2,0,0,0,0,0,False,,,,,,,,1,9,9.00,0,,,,,,,,,,,,,,,,,,,,,,"Torrey Smith,,WR,"
Darrius Heyward-Bey,WR,/players/H/HeywDa00.htm,,144 Games,,,,,,,81-62-1,,15,194,12.93,2,432,202,2897,14.34,16,46.8%,6.71,,,,,,,,,,,,,,,,1,18,110,3,3,1,2,0,0,False,,0.0,17,8,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Darrius Heyward-Bey,,WR,"
Korey Hall,,/players/H/HallKo99.htm,,61 Games,,,,,,,43-18-0,,,,,,26,21,137,6.52,1,80.8%,5.27,,,,,,,,,,,,,,,,,1,6,,,,,,,False,,0.0,35,7,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Korey Hall,,,"
Andy Dalton,QB,/players/D/DaltAn00.htm,,144 Games,,,,,,,76-66-2,,422,1335,3.16,22,4,3,11,3.67,1,75.0%,2.75,2973,4782,62.17,33764,218,126,87.5,302,1922,7.06,6.79,,,,,1,23,140,44,25,0,2,-84,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andy Dalton,,QB,"
Ben Tate,RB,/players/T/TateBe00.htm,,51 Games,,,,,,,26-25-0,,540,2363,4.38,14,91,67,347,5.18,0,73.6%,3.81,,,,,,,,,,,,,,,,,14,84,10,6,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ben Tate,,RB,"
DeMarco Murray,RB,/players/M/MurrDe00.htm,,99 Games,,,,,,,54-45-0,,1604,7174,4.47,49,376,307,2165,7.05,6,81.6%,5.76,1,2,50.00,10,1,0,104.2,0,0,5.00,15.00,2,36,18.00,0,,55,330,18,12,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeMarco Murray,,RB,"
Christian Ponder,QB,/players/P/PondCh00.htm,,38 Games,,,,,,,15-22-1,,126,639,5.07,7,1,1,-15,-15.00,0,100.0%,-15.00,632,1057,59.79,6658,38,36,75.9,95,501,6.30,5.49,,,,,,7,42,20,11,0,1,-16,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian Ponder,,QB,"
Blaine Gabbert,QB,/players/G/GabbBl00.htm,,60 Games,,,,,,,19-41-0,,186,647,3.48,3,1,1,-16,-16.00,0,100.0%,-16.00,851,1514,56.21,9206,50,47,72.3,139,923,6.08,5.34,,,,,,3,18,31,9,0,5,-65,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine Gabbert,,QB,"
Roy Helu,RB,/players/H/HeluRo00.htm,,57 Games,,,,,,,17-40-0,,272,1171,4.31,7,171,138,1227,8.89,4,80.7%,7.18,,,,,,,,,,,,4,85,21.25,0,,11,66,6,3,0,0,0,0,False,,0.0,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Roy Helu,,RB,"
Eric Decker,WR,/players/D/DeckEr00.htm,,111 Games,,,,,,,62-49-0,,1,1,1.00,0,713,439,5816,13.25,53,61.6%,8.16,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,25,628,25.12,0,,54,324,8,4,0,0,0,0,False,,0.0,8,1,9,0,0,10,168,16.80,1,,,,,,,,,,,,,,,,,,,,,,"Eric Decker,,WR,"
Denarius Moore,WR,/players/M/MoorDe02.htm,,56 Games,,,,,,,18-38-0,,7,57,8.14,1,303,142,2169,15.27,17,46.9%,7.16,,,,,,,,,,,,7,107,15.29,0,,18,108,6,2,0,2,0,0,False,,,,,,,,47,363,7.72,0,,,,,,,,,,,,,,,,,,,,,,"Denarius Moore,,WR,"
Doug Baldwin ,WR,/players/B/BaldDo00.htm,,123 Games,,,,,,,79-43-1,,9,6,0.67,0,722,493,6563,13.31,49,68.3%,9.09,1,1,100.00,15,1,0,158.3,0,0,15.00,35.00,9,178,19.78,0,1,49,296,2,0,0,0,0,0,False,,0.0,1,0,1,0,0,6,42,7.00,0,,,,,,,,,,,,,,,,,,,,,,"Doug Baldwin ,,WR,"
John Skelton,QB,/players/S/SkelJo00.htm,,20 Games,,,,,,,9-11-0,,42,182,4.33,0,,,,,,,,320,602,53.16,3707,15,25,63.0,47,325,6.16,4.79,,,,,,,,11,4,0,2,-25,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John Skelton,,QB,"
Titus Young,WR,/players/Y/YounTi00.htm,,26 Games,,,,,,,14-12-0,,4,31,7.75,0,142,81,990,12.22,10,57.0%,6.97,,,,,,,,,,,,,,,,1,10,62,1,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Titus Young,,WR,"
Early Doucet,WR,/players/D/DoucEa00.htm,,54 Games,,,,,,,24-30-0,,4,14,3.50,0,250,139,1491,10.73,7,55.6%,5.96,,,,,,,,,,,,1,18,18.00,0,,7,42,1,0,0,1,0,0,False,,0.0,9,4,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Early Doucet,,WR,"
Jerome Simpson,WR,/players/S/SimpJe00.htm,,62 Games,,,,,,,25-36-1,,1,2,2.00,0,305,150,2058,13.72,9,49.2%,6.75,,,,,,,,,,,,1,8,8.00,0,,9,54,5,3,0,0,1,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome Simpson,,WR,"
Jared Cook,TE,/players/C/CookJa02.htm,,178 Games,,,,,,,86-92-0,,1,0,0.00,0,836,505,6673,13.21,41,60.4%,7.98,,,,,,,,,,,,1,3,3.00,0,1,41,248,9,8,0,1,4,0,False,,0.0,7,1,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jared Cook,,TE,"
Dexter McCluster,WR,/players/M/McClDe00.htm,,89 Games,,,,,,,32-57-0,,250,1042,4.17,2,351,236,1993,8.44,7,67.2%,5.68,,,,,,,,,,,,74,1554,21.00,0,1,12,74,13,9,0,2,0,0,False,,0.0,1,0,1,0,0,133,1388,10.44,3,,,,,,,,,,,,,,,,,,,,,,"Dexter McCluster,,WR,"
Damian Williams,WR,/players/W/WillDa04.htm,,57 Games,,,,,,,25-32-0,,1,5,5.00,0,191,107,1327,12.40,5,56.0%,6.95,,,,,,,,,,,,5,129,25.80,0,,5,30,2,1,0,1,0,0,False,,0.0,4,0,4,0,0,4,12,3.00,0,,,,,,,,,,,,,,,,,,,,,,"Damian Williams,,WR,"
Jake Ballard,TE,/players/B/BallJa21.htm,,23 Games,,,,,,,13-10-0,,,,,,70,45,679,15.09,6,64.3%,9.70,,,,,,,,,,,,,,,,,6,36,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jake Ballard,,TE,"
Greg Little,WR,/players/L/LittGr00.htm,,54 Games,,,,,,,16-38-0,,5,30,6.00,0,326,161,1890,11.74,8,49.4%,5.80,,,,,,,,,,,,7,151,21.57,0,,8,48,,,,,,,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Greg Little,,WR,"
Ed Dickson,TE,/players/D/DickEd00.htm,,134 Games,,,,,,,87-46-1,,1,9,9.00,0,311,190,2128,11.20,15,61.1%,6.84,,,,,,,,,,,,3,1,0.33,0,,16,96,1,0,0,0,57,1,False,,0.0,14,2,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ed Dickson,,TE,"
James Starks,RB,/players/S/StarJa00.htm,,76 Games,,,,,,,53-22-1,,618,2506,4.06,9,167,125,1017,8.14,6,74.9%,6.09,,,,,,,,,,,,2,25,12.50,0,,15,90,11,4,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Starks,,RB,"
Mark Ingram,RB,/players/I/IngrMa01.htm,,132 Games,,,,,,,80-52-0,,1595,7324,4.59,62,323,260,1895,7.29,10,80.5%,5.87,,,,,,,,,,,,,,,,5,72,442,16,11,0,6,1,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mark Ingram,,RB,"
Demaryius Thomas,WR,/players/T/ThomDe03.htm,,143 Games,,,,,,,87-56-0,,3,6,2.00,0,1186,724,9763,13.48,63,61.0%,8.23,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,16,398,24.88,0,1,63,380,13,10,0,0,0,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Demaryius Thomas,,WR,"
Jackie Battle,RB,/players/B/BattJa00.htm,,96 Games,,,,,,,33-63-0,,326,1177,3.61,9,49,38,248,6.53,1,77.6%,5.06,,,,,,,,,,,,4,69,17.25,0,,10,60,0,0,1,0,0,0,False,,0.0,32,12,44,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackie Battle,,RB,"
Kendall Hunter,RB,/players/H/HuntKe00.htm,,45 Games,,,,,,,34-10-1,,263,1204,4.58,7,42,27,268,9.93,0,64.3%,6.38,,,,,,,,,,,,17,402,23.65,0,,8,48,2,2,0,1,2,1,False,,0.0,6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall Hunter,,RB,"
Dezmon Briscoe,WR,/players/B/BrisDe00.htm,,25 Games,,,,,,,8-17-0,,1,1,1.00,0,63,43,502,11.67,7,68.3%,7.97,,,,,,,,,,,,1,12,12.00,0,,7,42,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dezmon Briscoe,,WR,"
Scott Chandler,TE,/players/C/ChanSc00.htm,,90 Games,,,,,,,43-47-0,,,,,,316,205,2379,11.60,21,64.9%,7.53,,,,,,,,,,,,1,11,11.00,0,,21,126,4,3,0,0,0,0,False,,0.0,7,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott Chandler,,TE,"
Andre Roberts,WR,/players/R/RobeAn00.htm,,163 Games,,,,,,,77-86-0,,13,101,7.77,0,489,261,3044,11.66,15,53.4%,6.22,,,,,,,,,,,,221,5706,25.82,2,,20,120,21,8,0,6,0,0,False,,,,,,,,195,1763,9.04,3,,,,,,,,,,,,,,,,,,,,,,"Andre Roberts,,WR,"
Curtis Painter,QB,/players/P/PainCu00.htm,,14 Games,,,,,,,1-13-0,,23,109,4.74,0,,,,,,,,148,287,51.57,1681,6,13,57.6,20,126,5.86,4.24,,,,,,,,9,5,0,0,-23,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Curtis Painter,,QB,"
Preston Parker,WR,/players/P/ParkPr00.htm,,45 Games,,,,,,,16-29-0,,3,11,3.67,0,144,85,1054,12.40,5,59.0%,7.32,,,,,,,,,,,,51,1126,22.08,0,,5,30,9,4,0,4,-8,0,False,,0.0,5,2,7,0,0,31,263,8.48,0,,,,,,,,,,,,,,,,,,,,,,"Preston Parker,,WR,"
Isaac Redman,RB,/players/R/RedmIs20.htm,,50 Games,,,,,,,31-19-0,,282,1148,4.07,5,60,50,408,8.16,2,83.3%,6.80,,,,,,,,,,,,5,99,19.80,0,,7,42,8,5,0,2,-6,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Isaac Redman,,RB,"
Daniel Thomas,RB,/players/T/ThomDa03.htm,,52 Games,,,,,,,23-29-0,,409,1480,3.62,10,74,55,412,7.49,3,74.3%,5.57,,,,,,,,,,,,,,,,1,13,80,6,4,0,0,0,0,False,,0.0,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Thomas,,RB,"
Lance Ball,RB,/players/B/BallLa00.htm,,42 Games,,,,,,,24-18-0,,192,801,4.17,2,51,27,230,8.52,2,52.9%,4.51,,,,,,,,,,,,4,42,10.50,0,,4,24,5,3,0,2,0,0,False,,0.0,7,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Lance Ball,,RB,"
Bernard Scott,RB,/players/S/ScotBe00.htm,,49 Games,,,,,,,23-26-0,,259,1049,4.05,4,40,31,175,5.65,0,77.5%,4.38,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,73,1787,24.48,1,,5,30,3,1,0,0,0,0,False,,0.0,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernard Scott,,RB,"
Dennis Pitta,TE,/players/P/PittDe00.htm,,66 Games,,,,,,,42-24-0,,,,,,330,224,2098,9.37,13,67.9%,6.36,,,,,,,,,,,,1,0,0.00,0,,13,78,1,1,0,1,0,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Dennis Pitta,,TE,"
Golden Tate,WR,/players/T/TateGo00.htm,,160 Games,,,,,,,86-74-0,,44,216,4.91,0,1041,695,8278,11.91,46,66.8%,7.95,2,3,66.67,41,1,0,149.3,0,0,13.67,20.33,7,93,13.29,0,2,46,280,15,5,0,3,4,0,False,,,,,,,,111,1119,10.08,0,,,,,,,,,,,,,,,,,,,,,,"Golden Tate,,WR,"
Evan Moore,TE,/players/M/MoorEv00.htm,,48 Games,,,,,,,22-26-0,,,,,,104,63,810,12.86,5,60.6%,7.79,,,,,,,,,,,,,,,,,5,30,1,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evan Moore,,TE,"
Danario Alexander,WR,/players/A/AlexDa00.htm,,28 Games,,,,,,,8-20-0,,,,,,159,83,1395,16.81,10,52.2%,8.77,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,10,60,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danario Alexander,,WR,"
